Taxa,Metabolite,Potential Score
Brachyspira,Serotonin,1.702293e-05
Brachyspira,L-Formylkynurenine,1.669633e-05
Brachyspira,L-Kynurenine,1.746237e-05
Brachyspira,3-Hydroxyanthranilate,1.810803e-05
Brachyspira,Anthranilate,3.192557e-05
Brachyspira,Indole-3-acetaldehyde,4.047502e-01
Brachyspira,Melatonin,1.121148e-05
Brachyspira,5-Hydroxykynurenamine,1.692834e-05
Brachyspira,Indole-3-acetate,9.065434e-01
Brachyspira,Tryptamine,1.706114e-05
Bradyrhizobium,Serotonin,3.971770e-04
Bradyrhizobium,L-Formylkynurenine,3.390577e-04
Bradyrhizobium,L-Kynurenine,1.683843e-05
Bradyrhizobium,3-Hydroxyanthranilate,3.560910e-04
Bradyrhizobium,Anthranilate,3.183543e-05
Bradyrhizobium,Indole-3-acetaldehyde,2.632006e-01
Bradyrhizobium,Melatonin,1.119087e-05
Bradyrhizobium,5-Hydroxykynurenamine,4.013709e-04
Bradyrhizobium,Indole-3-acetate,1.548705e-01
Bradyrhizobium,Tryptamine,3.631604e-04
Brenneria,Serotonin,2.601235e-05
Brenneria,L-Formylkynurenine,1.947033e-05
Brenneria,L-Kynurenine,2.010548e-05
Brenneria,3-Hydroxyanthranilate,2.121060e-05
Brenneria,Anthranilate,3.211952e-05
Brenneria,Indole-3-acetaldehyde,7.048002e-01
Brenneria,Melatonin,1.128614e-05
Brenneria,5-Hydroxykynurenamine,2.571379e-05
Brenneria,Indole-3-acetate,1.004830e-01
Brenneria,Tryptamine,2.702877e-05
Brevefilum,Serotonin,2.601235e-05
Brevefilum,L-Formylkynurenine,1.947033e-05
Brevefilum,L-Kynurenine,2.010548e-05
Brevefilum,3-Hydroxyanthranilate,2.121060e-05
Brevefilum,Anthranilate,3.211952e-05
Brevefilum,Indole-3-acetaldehyde,7.048002e-01
Brevefilum,Melatonin,1.128614e-05
Brevefilum,5-Hydroxykynurenamine,2.571379e-05
Brevefilum,Indole-3-acetate,1.004830e-01
Brevefilum,Tryptamine,2.702877e-05
Brevibacillus,Serotonin,1.447445e-05
Brevibacillus,L-Formylkynurenine,4.999439e-03
Brevibacillus,L-Kynurenine,5.749751e-03
Brevibacillus,3-Hydroxyanthranilate,5.241271e-03
Brevibacillus,Anthranilate,3.179592e-05
Brevibacillus,Indole-3-acetaldehyde,4.192964e-02
Brevibacillus,Melatonin,1.116361e-05
Brevibacillus,5-Hydroxykynurenamine,1.441856e-05
Brevibacillus,Indole-3-acetate,4.133454e-01
Brevibacillus,Tryptamine,1.436036e-05
Brevibacterium,Serotonin,1.271072e-05
Brevibacterium,L-Formylkynurenine,5.424232e-04
Brevibacterium,L-Kynurenine,1.534342e-05
Brevibacterium,3-Hydroxyanthranilate,5.696364e-04
Brevibacterium,Anthranilate,3.167699e-05
Brevibacterium,Indole-3-acetaldehyde,2.362652e-01
Brevibacterium,Melatonin,1.111561e-05
Brevibacterium,5-Hydroxykynurenamine,1.267774e-05
Brevibacterium,Indole-3-acetate,1.869567e-02
Brevibacterium,Tryptamine,1.636905e-04
Brevinema,Serotonin,2.601235e-05
Brevinema,L-Formylkynurenine,1.947033e-05
Brevinema,L-Kynurenine,2.010548e-05
Brevinema,3-Hydroxyanthranilate,2.121060e-05
Brevinema,Anthranilate,3.211952e-05
Brevinema,Indole-3-acetaldehyde,1.559063e-01
Brevinema,Melatonin,1.128614e-05
Brevinema,5-Hydroxykynurenamine,2.571379e-05
Brevinema,Indole-3-acetate,6.759327e-01
Brevinema,Tryptamine,2.702877e-05
Brevirhabdus,Serotonin,2.601235e-05
Brevirhabdus,L-Formylkynurenine,1.947033e-05
Brevirhabdus,L-Kynurenine,2.010548e-05
Brevirhabdus,3-Hydroxyanthranilate,2.121060e-05
Brevirhabdus,Anthranilate,3.211952e-05
Brevirhabdus,Indole-3-acetaldehyde,7.048002e-01
Brevirhabdus,Melatonin,1.128614e-05
Brevirhabdus,5-Hydroxykynurenamine,2.571379e-05
Brevirhabdus,Indole-3-acetate,1.004830e-01
Brevirhabdus,Tryptamine,2.702877e-05
Brevundimonas,Serotonin,3.319693e-03
Brevundimonas,L-Formylkynurenine,1.165031e-02
Brevundimonas,L-Kynurenine,1.818280e-05
Brevundimonas,3-Hydroxyanthranilate,1.893618e-05
Brevundimonas,Anthranilate,3.199145e-05
Brevundimonas,Indole-3-acetaldehyde,9.737341e-02
Brevundimonas,Melatonin,1.123583e-05
Brevundimonas,5-Hydroxykynurenamine,3.363478e-03
Brevundimonas,Indole-3-acetate,2.021699e-01
Brevundimonas,Tryptamine,2.989625e-03
Brochothrix,Serotonin,2.144784e-05
Brochothrix,L-Formylkynurenine,1.833523e-05
Brochothrix,L-Kynurenine,1.903883e-05
Brochothrix,3-Hydroxyanthranilate,1.993511e-05
Brochothrix,Anthranilate,3.205516e-05
Brochothrix,Indole-3-acetaldehyde,4.436974e-01
Brochothrix,Melatonin,1.126084e-05
Brochothrix,5-Hydroxykynurenamine,2.126898e-05
Brochothrix,Indole-3-acetate,3.049096e-01
Brochothrix,Tryptamine,2.185949e-05
Brucella,Serotonin,2.144832e-05
Brucella,L-Formylkynurenine,1.833545e-05
Brucella,L-Kynurenine,1.903914e-05
Brucella,3-Hydroxyanthranilate,1.993552e-05
Brucella,Anthranilate,3.205807e-05
Brucella,Indole-3-acetaldehyde,1.686427e-01
Brucella,Melatonin,1.126046e-05
Brucella,5-Hydroxykynurenamine,2.126944e-05
Brucella,Indole-3-acetate,7.848839e-02
Brucella,Tryptamine,2.186001e-05
Bryobacter,Serotonin,2.601235e-05
Bryobacter,L-Formylkynurenine,1.947033e-05
Bryobacter,L-Kynurenine,2.010548e-05
Bryobacter,3-Hydroxyanthranilate,2.121060e-05
Bryobacter,Anthranilate,3.211952e-05
Bryobacter,Indole-3-acetaldehyde,1.559063e-01
Bryobacter,Melatonin,1.128614e-05
Bryobacter,5-Hydroxykynurenamine,2.571379e-05
Bryobacter,Indole-3-acetate,1.004830e-01
Bryobacter,Tryptamine,2.702877e-05
Buchananella,Serotonin,2.601235e-05
Buchananella,L-Formylkynurenine,1.947033e-05
Buchananella,L-Kynurenine,2.010548e-05
Buchananella,3-Hydroxyanthranilate,2.121060e-05
Buchananella,Anthranilate,3.211952e-05
Buchananella,Indole-3-acetaldehyde,7.048002e-01
Buchananella,Melatonin,1.128614e-05
Buchananella,5-Hydroxykynurenamine,2.571379e-05
Buchananella,Indole-3-acetate,1.004830e-01
Buchananella,Tryptamine,2.702877e-05
Budvicia,Serotonin,2.601235e-05
Budvicia,L-Formylkynurenine,1.947033e-05
Budvicia,L-Kynurenine,2.010548e-05
Budvicia,3-Hydroxyanthranilate,2.121060e-05
Budvicia,Anthranilate,3.211952e-05
Budvicia,Indole-3-acetaldehyde,1.559063e-01
Budvicia,Melatonin,1.128614e-05
Budvicia,5-Hydroxykynurenamine,2.571379e-05
Budvicia,Indole-3-acetate,1.004830e-01
Budvicia,Tryptamine,2.702877e-05
Bulleidia,Serotonin,2.144832e-05
Bulleidia,L-Formylkynurenine,1.833545e-05
Bulleidia,L-Kynurenine,1.903914e-05
Bulleidia,3-Hydroxyanthranilate,1.993552e-05
Bulleidia,Anthranilate,3.205807e-05
Bulleidia,Indole-3-acetaldehyde,7.423324e-01
Bulleidia,Melatonin,1.126046e-05
Bulleidia,5-Hydroxykynurenamine,2.126944e-05
Bulleidia,Indole-3-acetate,7.848839e-02
Bulleidia,Tryptamine,2.186001e-05
Burkholderia,Serotonin,1.213412e-04
Burkholderia,L-Formylkynurenine,1.264731e-03
Burkholderia,L-Kynurenine,1.459732e-03
Burkholderia,3-Hydroxyanthranilate,1.327297e-03
Burkholderia,Anthranilate,3.186318e-05
Burkholderia,Indole-3-acetaldehyde,2.102480e-01
Burkholderia,Melatonin,1.118702e-05
Burkholderia,5-Hydroxykynurenamine,1.222262e-04
Burkholderia,Indole-3-acetate,1.134449e-01
Burkholderia,Tryptamine,1.131269e-04
Buttiauxella,Serotonin,2.601235e-05
Buttiauxella,L-Formylkynurenine,1.947033e-05
Buttiauxella,L-Kynurenine,2.010548e-05
Buttiauxella,3-Hydroxyanthranilate,2.121060e-05
Buttiauxella,Anthranilate,3.211952e-05
Buttiauxella,Indole-3-acetaldehyde,7.048002e-01
Buttiauxella,Melatonin,1.128614e-05
Buttiauxella,5-Hydroxykynurenamine,2.571379e-05
Buttiauxella,Indole-3-acetate,1.004830e-01
Buttiauxella,Tryptamine,2.702877e-05
Butyricicoccus,Serotonin,2.144832e-05
Butyricicoccus,L-Formylkynurenine,1.833545e-05
Butyricicoccus,L-Kynurenine,1.903914e-05
Butyricicoccus,3-Hydroxyanthranilate,1.993552e-05
Butyricicoccus,Anthranilate,3.205807e-05
Butyricicoccus,Indole-3-acetaldehyde,7.423324e-01
Butyricicoccus,Melatonin,1.126046e-05
Butyricicoccus,5-Hydroxykynurenamine,2.126944e-05
Butyricicoccus,Indole-3-acetate,7.848839e-02
Butyricicoccus,Tryptamine,2.186001e-05
Butyricimonas,Serotonin,1.885386e-05
Butyricimonas,L-Formylkynurenine,1.744075e-05
Butyricimonas,L-Kynurenine,1.818294e-05
Butyricimonas,3-Hydroxyanthranilate,1.893639e-05
Butyricimonas,Anthranilate,3.199432e-05
Butyricimonas,Indole-3-acetaldehyde,1.268405e-01
Butyricimonas,Melatonin,1.123544e-05
Butyricimonas,5-Hydroxykynurenamine,1.872723e-05
Butyricimonas,Indole-3-acetate,2.521990e-01
Butyricimonas,Tryptamine,1.902832e-05
Butyrivibrio,Serotonin,1.702289e-05
Butyrivibrio,L-Formylkynurenine,1.669637e-05
Butyrivibrio,L-Kynurenine,1.746221e-05
Butyrivibrio,3-Hydroxyanthranilate,1.810773e-05
Butyrivibrio,Anthranilate,3.191710e-05
Butyrivibrio,Indole-3-acetaldehyde,2.697247e-01
Butyrivibrio,Melatonin,1.121263e-05
Butyrivibrio,5-Hydroxykynurenamine,1.692832e-05
Butyrivibrio,Indole-3-acetate,6.449085e-01
Butyrivibrio,Tryptamine,1.706108e-05
Caballeronia,Serotonin,2.600292e-05
Caballeronia,L-Formylkynurenine,1.946780e-05
Caballeronia,L-Kynurenine,2.010249e-05
Caballeronia,3-Hydroxyanthranilate,2.120667e-05
Caballeronia,Anthranilate,3.210477e-05
Caballeronia,Indole-3-acetaldehyde,5.332396e-02
Caballeronia,Melatonin,1.128805e-05
Caballeronia,5-Hydroxykynurenamine,2.570472e-05
Caballeronia,Indole-3-acetate,4.423633e-02
Caballeronia,Tryptamine,2.701804e-05
Caecibacter,Serotonin,2.601235e-05
Caecibacter,L-Formylkynurenine,1.947033e-05
Caecibacter,L-Kynurenine,2.010548e-05
Caecibacter,3-Hydroxyanthranilate,2.121060e-05
Caecibacter,Anthranilate,3.211952e-05
Caecibacter,Indole-3-acetaldehyde,1.559063e-01
Caecibacter,Melatonin,1.128614e-05
Caecibacter,5-Hydroxykynurenamine,2.571379e-05
Caecibacter,Indole-3-acetate,1.004830e-01
Caecibacter,Tryptamine,2.702877e-05
Caenibacillus,Serotonin,2.601235e-05
Caenibacillus,L-Formylkynurenine,1.947033e-05
Caenibacillus,L-Kynurenine,2.010548e-05
Caenibacillus,3-Hydroxyanthranilate,2.121060e-05
Caenibacillus,Anthranilate,3.211952e-05
Caenibacillus,Indole-3-acetaldehyde,7.048002e-01
Caenibacillus,Melatonin,1.128614e-05
Caenibacillus,5-Hydroxykynurenamine,2.571379e-05
Caenibacillus,Indole-3-acetate,6.759327e-01
Caenibacillus,Tryptamine,2.702877e-05
Caenispirillum,Serotonin,2.601235e-05
Caenispirillum,L-Formylkynurenine,1.947033e-05
Caenispirillum,L-Kynurenine,2.010548e-05
Caenispirillum,3-Hydroxyanthranilate,2.121060e-05
Caenispirillum,Anthranilate,3.211952e-05
Caenispirillum,Indole-3-acetaldehyde,7.048002e-01
Caenispirillum,Melatonin,1.128614e-05
Caenispirillum,5-Hydroxykynurenamine,2.571379e-05
Caenispirillum,Indole-3-acetate,1.004830e-01
Caenispirillum,Tryptamine,2.702877e-05
Caldalkalibacillus,Serotonin,2.601235e-05
Caldalkalibacillus,L-Formylkynurenine,1.947033e-05
Caldalkalibacillus,L-Kynurenine,2.010548e-05
Caldalkalibacillus,3-Hydroxyanthranilate,2.121060e-05
Caldalkalibacillus,Anthranilate,3.211952e-05
Caldalkalibacillus,Indole-3-acetaldehyde,1.559063e-01
Caldalkalibacillus,Melatonin,1.128614e-05
Caldalkalibacillus,5-Hydroxykynurenamine,2.571379e-05
Caldalkalibacillus,Indole-3-acetate,1.004830e-01
Caldalkalibacillus,Tryptamine,2.702877e-05
Caldanaerobacter,Serotonin,2.144832e-05
Caldanaerobacter,L-Formylkynurenine,1.833545e-05
Caldanaerobacter,L-Kynurenine,1.903914e-05
Caldanaerobacter,3-Hydroxyanthranilate,1.993552e-05
Caldanaerobacter,Anthranilate,3.205807e-05
Caldanaerobacter,Indole-3-acetaldehyde,7.423324e-01
Caldanaerobacter,Melatonin,1.126046e-05
Caldanaerobacter,5-Hydroxykynurenamine,2.126944e-05
Caldanaerobacter,Indole-3-acetate,7.848839e-02
Caldanaerobacter,Tryptamine,2.186001e-05
Caldanaerobius,Serotonin,2.601046e-05
Caldanaerobius,L-Formylkynurenine,1.946982e-05
Caldanaerobius,L-Kynurenine,2.010488e-05
Caldanaerobius,3-Hydroxyanthranilate,2.120981e-05
Caldanaerobius,Anthranilate,3.211656e-05
Caldanaerobius,Indole-3-acetaldehyde,8.322840e-01
Caldanaerobius,Melatonin,1.128652e-05
Caldanaerobius,5-Hydroxykynurenamine,2.571198e-05
Caldanaerobius,Indole-3-acetate,8.331987e-01
Caldanaerobius,Tryptamine,2.702662e-05
Caldanaerovirga,Serotonin,2.601235e-05
Caldanaerovirga,L-Formylkynurenine,1.947033e-05
Caldanaerovirga,L-Kynurenine,2.010548e-05
Caldanaerovirga,3-Hydroxyanthranilate,2.121060e-05
Caldanaerovirga,Anthranilate,3.211952e-05
Caldanaerovirga,Indole-3-acetaldehyde,7.048002e-01
Caldanaerovirga,Melatonin,1.128614e-05
Caldanaerovirga,5-Hydroxykynurenamine,2.571379e-05
Caldanaerovirga,Indole-3-acetate,6.759327e-01
Caldanaerovirga,Tryptamine,2.702877e-05
Calderihabitans,Serotonin,2.601235e-05
Calderihabitans,L-Formylkynurenine,1.947033e-05
Calderihabitans,L-Kynurenine,2.010548e-05
Calderihabitans,3-Hydroxyanthranilate,2.121060e-05
Calderihabitans,Anthranilate,3.211952e-05
Calderihabitans,Indole-3-acetaldehyde,1.559063e-01
Calderihabitans,Melatonin,1.128614e-05
Calderihabitans,5-Hydroxykynurenamine,2.571379e-05
Calderihabitans,Indole-3-acetate,6.759327e-01
Calderihabitans,Tryptamine,2.702877e-05
Caldibacillus,Serotonin,2.601235e-05
Caldibacillus,L-Formylkynurenine,1.947033e-05
Caldibacillus,L-Kynurenine,2.010548e-05
Caldibacillus,3-Hydroxyanthranilate,2.121060e-05
Caldibacillus,Anthranilate,3.211952e-05
Caldibacillus,Indole-3-acetaldehyde,1.559063e-01
Caldibacillus,Melatonin,1.128614e-05
Caldibacillus,5-Hydroxykynurenamine,2.571379e-05
Caldibacillus,Indole-3-acetate,1.004830e-01
Caldibacillus,Tryptamine,2.702877e-05
Caldicellulosiruptor,Serotonin,1.885370e-05
Caldicellulosiruptor,L-Formylkynurenine,1.744067e-05
Caldicellulosiruptor,L-Kynurenine,1.818280e-05
Caldicellulosiruptor,3-Hydroxyanthranilate,1.893618e-05
Caldicellulosiruptor,Anthranilate,3.199145e-05
Caldicellulosiruptor,Indole-3-acetaldehyde,6.074439e-01
Caldicellulosiruptor,Melatonin,1.123583e-05
Caldicellulosiruptor,5-Hydroxykynurenamine,1.872708e-05
Caldicellulosiruptor,Indole-3-acetate,4.367918e-01
Caldicellulosiruptor,Tryptamine,1.902815e-05
Caldicoprobacter,Serotonin,2.601235e-05
Caldicoprobacter,L-Formylkynurenine,1.947033e-05
Caldicoprobacter,L-Kynurenine,2.010548e-05
Caldicoprobacter,3-Hydroxyanthranilate,2.121060e-05
Caldicoprobacter,Anthranilate,3.211952e-05
Caldicoprobacter,Indole-3-acetaldehyde,1.559063e-01
Caldicoprobacter,Melatonin,1.128614e-05
Caldicoprobacter,5-Hydroxykynurenamine,2.571379e-05
Caldicoprobacter,Indole-3-acetate,6.759327e-01
Caldicoprobacter,Tryptamine,2.702877e-05
Caldilinea,Serotonin,2.601235e-05
Caldilinea,L-Formylkynurenine,1.947033e-05
Caldilinea,L-Kynurenine,2.010548e-05
Caldilinea,3-Hydroxyanthranilate,2.121060e-05
Caldilinea,Anthranilate,3.211952e-05
Caldilinea,Indole-3-acetaldehyde,7.048002e-01
Caldilinea,Melatonin,1.128614e-05
Caldilinea,5-Hydroxykynurenamine,2.571379e-05
Caldilinea,Indole-3-acetate,1.004830e-01
Caldilinea,Tryptamine,2.702877e-05
Caldimicrobium,Serotonin,2.601235e-05
Caldimicrobium,L-Formylkynurenine,1.947033e-05
Caldimicrobium,L-Kynurenine,2.010548e-05
Caldimicrobium,3-Hydroxyanthranilate,2.121060e-05
Caldimicrobium,Anthranilate,3.211952e-05
Caldimicrobium,Indole-3-acetaldehyde,7.048002e-01
Caldimicrobium,Melatonin,1.128614e-05
Caldimicrobium,5-Hydroxykynurenamine,2.571379e-05
Caldimicrobium,Indole-3-acetate,6.759327e-01
Caldimicrobium,Tryptamine,2.702877e-05
Caldimonas,Serotonin,2.601235e-05
Caldimonas,L-Formylkynurenine,1.947033e-05
Caldimonas,L-Kynurenine,2.010548e-05
Caldimonas,3-Hydroxyanthranilate,2.121060e-05
Caldimonas,Anthranilate,3.211952e-05
Caldimonas,Indole-3-acetaldehyde,1.559063e-01
Caldimonas,Melatonin,1.128614e-05
Caldimonas,5-Hydroxykynurenamine,2.571379e-05
Caldimonas,Indole-3-acetate,1.004830e-01
Caldimonas,Tryptamine,2.702877e-05
Caldisalinibacter,Serotonin,2.601235e-05
Caldisalinibacter,L-Formylkynurenine,1.947033e-05
Caldisalinibacter,L-Kynurenine,2.010548e-05
Caldisalinibacter,3-Hydroxyanthranilate,2.121060e-05
Caldisalinibacter,Anthranilate,3.211952e-05
Caldisalinibacter,Indole-3-acetaldehyde,1.559063e-01
Caldisalinibacter,Melatonin,1.128614e-05
Caldisalinibacter,5-Hydroxykynurenamine,2.571379e-05
Caldisalinibacter,Indole-3-acetate,1.004830e-01
Caldisalinibacter,Tryptamine,2.702877e-05
Caldisericum,Serotonin,2.601235e-05
Caldisericum,L-Formylkynurenine,1.947033e-05
Caldisericum,L-Kynurenine,2.010548e-05
Caldisericum,3-Hydroxyanthranilate,2.121060e-05
Caldisericum,Anthranilate,3.211952e-05
Caldisericum,Indole-3-acetaldehyde,7.048002e-01
Caldisericum,Melatonin,1.128614e-05
Caldisericum,5-Hydroxykynurenamine,2.571379e-05
Caldisericum,Indole-3-acetate,1.004830e-01
Caldisericum,Tryptamine,2.702877e-05
Calditerricola,Serotonin,2.601235e-05
Calditerricola,L-Formylkynurenine,1.947033e-05
Calditerricola,L-Kynurenine,2.010548e-05
Calditerricola,3-Hydroxyanthranilate,2.121060e-05
Calditerricola,Anthranilate,3.211952e-05
Calditerricola,Indole-3-acetaldehyde,1.559063e-01
Calditerricola,Melatonin,1.128614e-05
Calditerricola,5-Hydroxykynurenamine,2.571379e-05
Calditerricola,Indole-3-acetate,1.004830e-01
Calditerricola,Tryptamine,2.702877e-05
Calditerrivibrio,Serotonin,2.601235e-05
Calditerrivibrio,L-Formylkynurenine,1.947033e-05
Calditerrivibrio,L-Kynurenine,2.010548e-05
Calditerrivibrio,3-Hydroxyanthranilate,2.121060e-05
Calditerrivibrio,Anthranilate,3.211952e-05
Calditerrivibrio,Indole-3-acetaldehyde,1.559063e-01
Calditerrivibrio,Melatonin,1.128614e-05
Calditerrivibrio,5-Hydroxykynurenamine,2.571379e-05
Calditerrivibrio,Indole-3-acetate,6.759327e-01
Calditerrivibrio,Tryptamine,2.702877e-05
Calidifontibacillus,Serotonin,2.601046e-05
Calidifontibacillus,L-Formylkynurenine,1.946982e-05
Calidifontibacillus,L-Kynurenine,2.010488e-05
Calidifontibacillus,3-Hydroxyanthranilate,2.120981e-05
Calidifontibacillus,Anthranilate,3.211656e-05
Calidifontibacillus,Indole-3-acetaldehyde,1.131025e-01
Calidifontibacillus,Melatonin,1.128652e-05
Calidifontibacillus,5-Hydroxykynurenamine,2.571198e-05
Calidifontibacillus,Indole-3-acetate,3.713517e-01
Calidifontibacillus,Tryptamine,2.702662e-05
Calidithermus,Serotonin,2.601046e-05
Calidithermus,L-Formylkynurenine,1.946982e-05
Calidithermus,L-Kynurenine,2.010488e-05
Calidithermus,3-Hydroxyanthranilate,2.120981e-05
Calidithermus,Anthranilate,3.211656e-05
Calidithermus,Indole-3-acetaldehyde,4.231308e-01
Calidithermus,Melatonin,1.128652e-05
Calidithermus,5-Hydroxykynurenamine,2.571198e-05
Calidithermus,Indole-3-acetate,8.331987e-01
Calidithermus,Tryptamine,2.702662e-05
Caloramator,Serotonin,2.600669e-05
Caloramator,L-Formylkynurenine,1.946881e-05
Caloramator,L-Kynurenine,2.010368e-05
Caloramator,3-Hydroxyanthranilate,2.120824e-05
Caloramator,Anthranilate,3.211066e-05
Caloramator,Indole-3-acetaldehyde,7.297632e-02
Caloramator,Melatonin,1.128729e-05
Caloramator,5-Hydroxykynurenamine,2.570835e-05
Caloramator,Indole-3-acetate,5.653503e-02
Caloramator,Tryptamine,2.702233e-05
Caloranaerobacter,Serotonin,2.601235e-05
Caloranaerobacter,L-Formylkynurenine,1.947033e-05
Caloranaerobacter,L-Kynurenine,2.010548e-05
Caloranaerobacter,3-Hydroxyanthranilate,2.121060e-05
Caloranaerobacter,Anthranilate,3.211952e-05
Caloranaerobacter,Indole-3-acetaldehyde,1.559063e-01
Caloranaerobacter,Melatonin,1.128614e-05
Caloranaerobacter,5-Hydroxykynurenamine,2.571379e-05
Caloranaerobacter,Indole-3-acetate,6.759327e-01
Caloranaerobacter,Tryptamine,2.702877e-05
Calothrix,Serotonin,2.601046e-05
Calothrix,L-Formylkynurenine,1.946982e-05
Calothrix,L-Kynurenine,2.010488e-05
Calothrix,3-Hydroxyanthranilate,2.120981e-05
Calothrix,Anthranilate,3.211656e-05
Calothrix,Indole-3-acetaldehyde,4.231308e-01
Calothrix,Melatonin,1.128652e-05
Calothrix,5-Hydroxykynurenamine,2.571198e-05
Calothrix,Indole-3-acetate,8.331987e-01
Calothrix,Tryptamine,2.702662e-05
Campylobacter,Serotonin,7.371769e-06
Campylobacter,L-Formylkynurenine,1.087200e-05
Campylobacter,L-Kynurenine,1.165172e-05
Campylobacter,3-Hydroxyanthranilate,1.169398e-05
Campylobacter,Anthranilate,3.094229e-05
Campylobacter,Indole-3-acetaldehyde,1.829858e-01
Campylobacter,Melatonin,1.082753e-05
Campylobacter,5-Hydroxykynurenamine,7.387457e-06
Campylobacter,Indole-3-acetate,3.742701e-01
Campylobacter,Tryptamine,7.058198e-06
Candidatus_Cardinium,Serotonin,2.601046e-05
Candidatus_Cardinium,L-Formylkynurenine,1.946982e-05
Candidatus_Cardinium,L-Kynurenine,2.010488e-05
Candidatus_Cardinium,3-Hydroxyanthranilate,2.120981e-05
Candidatus_Cardinium,Anthranilate,3.211656e-05
Candidatus_Cardinium,Indole-3-acetaldehyde,8.322840e-01
Candidatus_Cardinium,Melatonin,1.128652e-05
Candidatus_Cardinium,5-Hydroxykynurenamine,2.571198e-05
Candidatus_Cardinium,Indole-3-acetate,7.893972e-02
Candidatus_Cardinium,Tryptamine,2.702662e-05
Candidatus_Kinetoplastibacterium,Serotonin,2.601235e-05
Candidatus_Kinetoplastibacterium,L-Formylkynurenine,1.947033e-05
Candidatus_Kinetoplastibacterium,L-Kynurenine,2.010548e-05
Candidatus_Kinetoplastibacterium,3-Hydroxyanthranilate,2.121060e-05
Candidatus_Kinetoplastibacterium,Anthranilate,3.211952e-05
Candidatus_Kinetoplastibacterium,Indole-3-acetaldehyde,7.048002e-01
Candidatus_Kinetoplastibacterium,Melatonin,1.128614e-05
Candidatus_Kinetoplastibacterium,5-Hydroxykynurenamine,2.571379e-05
Candidatus_Kinetoplastibacterium,Indole-3-acetate,1.004830e-01
Candidatus_Kinetoplastibacterium,Tryptamine,2.702877e-05
Candidatus_Phytoplasma,Serotonin,1.885340e-05
Candidatus_Phytoplasma,L-Formylkynurenine,1.744052e-05
Candidatus_Phytoplasma,L-Kynurenine,1.818250e-05
Candidatus_Phytoplasma,3-Hydroxyanthranilate,1.893575e-05
Candidatus_Phytoplasma,Anthranilate,3.198572e-05
Candidatus_Phytoplasma,Indole-3-acetaldehyde,3.950803e-01
Candidatus_Phytoplasma,Melatonin,1.123659e-05
Candidatus_Phytoplasma,5-Hydroxykynurenamine,1.872679e-05
Candidatus_Phytoplasma,Indole-3-acetate,3.910516e-02
Candidatus_Phytoplasma,Tryptamine,1.902782e-05
Candidatus_Protochlamydia,Serotonin,2.601235e-05
Candidatus_Protochlamydia,L-Formylkynurenine,1.947033e-05
Candidatus_Protochlamydia,L-Kynurenine,2.010548e-05
Candidatus_Protochlamydia,3-Hydroxyanthranilate,2.121060e-05
Candidatus_Protochlamydia,Anthranilate,3.211952e-05
Candidatus_Protochlamydia,Indole-3-acetaldehyde,7.048002e-01
Candidatus_Protochlamydia,Melatonin,1.128614e-05
Candidatus_Protochlamydia,5-Hydroxykynurenamine,2.571379e-05
Candidatus_Protochlamydia,Indole-3-acetate,1.004830e-01
Candidatus_Protochlamydia,Tryptamine,2.702877e-05
Candidimonas,Serotonin,2.601046e-05
Candidimonas,L-Formylkynurenine,1.946982e-05
Candidimonas,L-Kynurenine,2.010488e-05
Candidimonas,3-Hydroxyanthranilate,2.120981e-05
Candidimonas,Anthranilate,3.211656e-05
Candidimonas,Indole-3-acetaldehyde,1.131025e-01
Candidimonas,Melatonin,1.128652e-05
Candidimonas,5-Hydroxykynurenamine,2.571198e-05
Candidimonas,Indole-3-acetate,7.893972e-02
Candidimonas,Tryptamine,2.702662e-05
Carboxydocella,Serotonin,2.601235e-05
Carboxydocella,L-Formylkynurenine,1.947033e-05
Carboxydocella,L-Kynurenine,2.010548e-05
Carboxydocella,3-Hydroxyanthranilate,2.121060e-05
Carboxydocella,Anthranilate,3.211952e-05
Carboxydocella,Indole-3-acetaldehyde,1.559063e-01
Carboxydocella,Melatonin,1.128614e-05
Carboxydocella,5-Hydroxykynurenamine,2.571379e-05
Carboxydocella,Indole-3-acetate,6.759327e-01
Carboxydocella,Tryptamine,2.702877e-05
Carboxydothermus,Serotonin,2.144784e-05
Carboxydothermus,L-Formylkynurenine,1.833523e-05
Carboxydothermus,L-Kynurenine,1.903883e-05
Carboxydothermus,3-Hydroxyanthranilate,1.993511e-05
Carboxydothermus,Anthranilate,3.205516e-05
Carboxydothermus,Indole-3-acetaldehyde,1.196129e-01
Carboxydothermus,Melatonin,1.126084e-05
Carboxydothermus,5-Hydroxykynurenamine,2.126898e-05
Carboxydothermus,Indole-3-acetate,7.786806e-01
Carboxydothermus,Tryptamine,2.185949e-05
Cardiobacterium,Serotonin,2.144784e-05
Cardiobacterium,L-Formylkynurenine,1.833523e-05
Cardiobacterium,L-Kynurenine,1.903883e-05
Cardiobacterium,3-Hydroxyanthranilate,1.993511e-05
Cardiobacterium,Anthranilate,3.205516e-05
Cardiobacterium,Indole-3-acetaldehyde,1.196129e-01
Cardiobacterium,Melatonin,1.126084e-05
Cardiobacterium,5-Hydroxykynurenamine,2.126898e-05
Cardiobacterium,Indole-3-acetate,6.519629e-02
Cardiobacterium,Tryptamine,2.185949e-05
Carnimonas,Serotonin,2.601235e-05
Carnimonas,L-Formylkynurenine,1.947033e-05
